,count,mean,std,min,25%,50%,75%,max,missing_count,dtype
ema_200,101.0,70.57086800114884,4.337990320142464,63.401918035344366,66.54010456562392,71.2856526031296,74.78123221794563,76.29505852366573,199,float64
rsi,286.0,43.098775747922815,11.785407770111885,13.829907579327639,35.398138902109224,43.38182248055874,50.608204101751355,77.64583237265518,14,float64
roc,288.0,-2.214541608751733,7.342882199104124,-20.63675725088778,-6.683849621623738,-2.0994563352749913,2.2865427480766245,20.8455370012221,12,float64
momentum,290.0,-1.531202446606889,4.626120423457531,-13.595315472584844,-4.342157099207144,-1.1469457334368869,1.7110278842489883,11.237087374480438,10,float64
price_momentum,290.0,-0.018207242653716364,0.06592624031234098,-0.2246738246521297,-0.05971226109830871,-0.015511393158122333,0.02706213433293808,0.17027559875449505,10,float64
volume_momentum,290.0,-3189.213793103448,1472637.7194457725,-3231136.0,-993254.5,-62676.0,1042699.75,2926773.0,10,float64
true_range,300.0,1.7213297219063557,0.8546997026282693,0.2947831721556682,1.0727307294952162,1.6264352447653962,2.1500316941870565,4.9433480742917695,0,float64
atr,287.0,1.7301082849918992,0.12950695184501607,1.4513474888538818,1.639681305938654,1.7318523002247264,1.8217307858095417,2.0850672622688435,13,float64
rolling_volatility_10,290.0,0.020043888472145874,0.0067331392677414705,0.009983963791565879,0.01547408380501374,0.018555100311583632,0.023406683853159742,0.04097776119293473,10,float64
rolling_volatility_20,280.0,0.02031522074599841,0.005584857113359817,0.01202008782113423,0.016398653507321885,0.01860237904194563,0.022535761093377463,0.03439773970536834,20,float64
rolling_volatility_30,270.0,0.02041773672188111,0.005063208022854824,0.013797691483326656,0.016638674759997675,0.01908530197189023,0.022392432088010415,0.034044251130067225,30,float64
historical_volatility,280.0,0.3238317909724407,0.090546180076983,0.18971556308781828,0.26161549942081297,0.2953685357550904,0.35793604344713126,0.5553412761040726,20,float64
std_10,291.0,1.761211559211713,0.873671462346182,0.479721233300955,1.1545478155672975,1.5251431884735664,2.166382423426926,5.050654181168739,9,float64
variance_10,291.0,3.862544950095638,4.328501213367689,0.2301324616797893,1.3330619490145992,2.326061745347317,4.693282430021981,25.50910765775727,9,float64
std_20,281.0,2.591683837039292,1.311222199905302,0.8760605801258574,1.5316354468731352,2.2073938460381215,3.3863001935945483,6.572204831148755,19,float64
variance_20,281.0,8.430010250341025,8.828672845834655,0.7674821400504539,2.3459071421182687,4.872587591526971,11.467029001138476,43.19387634257504,19,float64
bollinger_middle,281.0,70.51643448865526,12.014069570741182,49.5940736101148,61.6892790031345,71.36886198728111,81.14292178192554,97.74322441336321,19,float64
bollinger_upper,281.0,75.69980216273385,12.6329194464168,52.103866101273354,65.72965825333466,77.03198106464323,84.44335105414376,104.37859527017525,19,float64
bollinger_lower,281.0,65.33306681457667,11.951548469623445,42.76447477407641,56.755414239580595,66.18346944185998,76.05154988281713,93.39907705855985,19,float64
bollinger_bandwidth,281.0,0.15004888239759404,0.07715090739589048,0.043978720326830076,0.09017881184749017,0.12722277179297722,0.19151180942657045,0.38331084195331816,19,float64
bollinger_percent_b,281.0,0.404244573542625,0.328748943939139,-0.32119553481307056,0.16117460436711428,0.3382464090497283,0.6142884238190528,1.1584583673286786,19,float64
macd_line,275.0,-1.1420226523796582,1.5689499960077231,-4.833374843825396,-2.066253127868876,-1.1876969000163058,-0.16558154550055093,3.0219895802976566,25,float64
macd_signal,267.0,-1.1278291825331563,1.4203156226519764,-4.499268627468593,-2.0225569728837067,-1.2647251510113822,-0.17934168869508915,2.484634079161737,33,float64
macd_histogram,267.0,0.07206217988667356,0.5140404817222316,-1.300882313179906,-0.2014424991180339,0.10662736995304656,0.4025238619257978,1.1597802253826512,33,float64
volume_rolling_mean_10,291.0,2938617.6247422677,312545.6038717332,2105083.3,2713995.1,2927465.9,3171091.6500000004,3684757.2,9,float64
volume_rolling_std_10,291.0,1097143.1057780532,211718.22963866222,478353.2079385725,968262.6469227033,1107321.7408539113,1266183.1337281084,1500964.4731693312,9,float64
volume_rolling_mean_20,281.0,2930269.8225978645,226840.9353803312,2346053.2,2752606.8,2902438.75,3091269.8,3408641.15,19,float64
volume_rolling_std_20,281.0,1100689.1086302877,133716.16905804013,626397.7652052387,1017762.1757880836,1105022.9425144114,1202028.9610016744,1384450.726710629,19,float64
volume_change,299.0,0.20260082683727626,0.7801839481961053,-0.7761173434163522,-0.34272984725665173,0.03141920825385092,0.47425007373565653,3.7178036754209502,1,float64
volume_ratio,291.0,0.9995297390050392,0.3645076030866055,0.3183888372419531,0.7131245893107778,1.0173781686088952,1.2639785667398846,2.048922152556519,9,float64
vwap,300.0,82.3033429734898,7.279869287168808,71.33303711421779,76.88774645904223,81.69544099615302,85.79683319564157,100.35645955552125,0,float64
obv,300.0,-38982921.846666664,26487964.845914915,-83468001.0,-64189740.5,-41379056.5,-15017342.5,3634824.0,0,float64
rolling_mean_5,296.0,70.7844525677806,13.047615534275643,48.37476783857593,60.71669329087069,71.32840674723823,80.44800196687707,99.59285946641451,4,float64
rolling_median_5,296.0,70.80604409306484,13.06429743002266,48.277080026686136,60.615725614774874,71.65630256623186,80.2296071743676,100.05184523003622,4,float64
rolling_max_5,296.0,72.29898930974906,13.07674638827981,49.0703888671983,61.42277995179669,73.25505543326847,81.80192722090514,100.54996353629893,4,float64
rolling_min_5,296.0,69.23440814400988,13.123336781886618,46.9160302243825,59.40020908722705,69.76604303201319,79.00283134510718,98.2708628173621,4,float64
rolling_std_5,296.0,1.249485496143192,0.6508432742953674,0.18835385743222954,0.8034067051960743,1.0948818249582246,1.551072264780633,4.507871095991835,4,float64
rolling_var_5,296.0,1.9833799019309049,2.411777764912934,0.03547717560960065,0.6454625114463568,1.1987663496495058,2.4058255599401623,20.32090181807862,4,float64
rolling_mean_10,291.0,70.6798090422571,12.749263742799084,48.714008362475795,60.8757124508921,71.696827128086,80.66076957680684,98.66157605716057,9,float64
rolling_median_10,291.0,70.677772656129,12.862430363749707,48.80517003730637,60.759558107440014,71.65642310482922,80.72292686253286,98.62424523719403,9,float64
rolling_max_10,291.0,73.29215284767399,12.776609853419465,49.985898587793606,62.98003238416717,73.78400190198812,82.83109151531892,100.54996353629893,9,float64
rolling_min_10,291.0,67.97949238098133,12.798861898570133,46.9160302243825,59.40020908722705,68.78300584274623,77.79602685783404,96.97360838876357,9,float64
rolling_std_10,291.0,1.761211559211713,0.873671462346182,0.479721233300955,1.1545478155672975,1.5251431884735664,2.166382423426926,5.050654181168739,9,float64
rolling_var_10,291.0,3.862544950095638,4.328501213367689,0.2301324616797893,1.3330619490145992,2.326061745347317,4.693282430021981,25.50910765775727,9,float64
rolling_mean_20,281.0,70.51643448865526,12.014069570741182,49.5940736101148,61.6892790031345,71.36886198728111,81.14292178192554,97.74322441336321,19,float64
rolling_median_20,281.0,70.43917213384522,12.190970678205783,49.74027958580946,61.23002752182754,71.26647467101809,80.44632893393103,98.26026751108918,19,float64
rolling_max_20,281.0,74.94247029402483,12.268677973705767,51.67507155060235,65.32348847595762,77.23061467184841,84.51347921052371,100.54996353629893,19,float64
rolling_min_20,281.0,66.23618905556502,11.790092695904894,46.9160302243825,57.880474442855956,67.29030397636545,77.35389417698084,91.50761289961673,19,float64
rolling_std_20,281.0,2.591683837039292,1.311222199905302,0.8760605801258574,1.5316354468731352,2.2073938460381215,3.3863001935945483,6.572204831148755,19,float64
rolling_var_20,281.0,8.430010250341025,8.828672845834655,0.7674821400504539,2.3459071421182687,4.872587591526971,11.467029001138476,43.19387634257504,19,float64
close_lag_1,299.0,70.93026024093773,13.289742094440117,46.9160302243825,60.61797977409375,71.65654364342657,80.52336284558623,100.54996353629893,1,float64
close_lag_2,298.0,70.98193973874467,13.281967725530972,46.9160302243825,60.63181179108604,71.68848519325057,80.53714556106202,100.54996353629893,2,float64
close_lag_3,297.0,71.0331073118278,13.274931747997002,46.9160302243825,60.67326919460788,71.72042674307457,80.5509282765378,100.54996353629893,3,float64
close_lag_5,295.0,71.13552455655842,13.261199773199206,46.9160302243825,60.82199956832032,71.77189120160526,80.58629422727893,100.54996353629893,5,float64
close_lag_10,290.0,71.45255857343727,13.1477830399827,46.9160302243825,61.229856108789775,71.96966566820288,80.665916521534,100.54996353629893,10,float64
close_lag_20,280.0,72.19920123629387,12.757464052263035,46.9160302243825,62.351813036192894,72.79404517453742,80.82557289209451,100.54996353629893,20,float64
open_lag_1,299.0,70.86391230282315,13.32147459960336,46.08372937098557,60.52036146122278,71.39874441175542,80.62529325465091,100.82780748720297,1,float64
open_lag_2,298.0,70.91476145140781,13.314784692786882,46.08372937098557,60.55475482279175,71.41275706981727,80.67095510949778,100.82780748720297,2,float64
open_lag_3,297.0,70.96622371469452,13.307537083807912,46.08372937098557,60.64944582269416,71.42676972787915,80.71661696434465,100.82780748720297,3,float64
open_lag_5,295.0,71.06569943303354,13.297397140924128,46.08372937098557,60.79368559432619,71.48932650440149,80.73953000939272,100.82780748720297,5,float64
open_lag_10,290.0,71.37897483395666,13.19014664785181,46.08372937098557,61.30415654196855,71.83134546416801,80.89978053743243,100.82780748720297,10,float64
open_lag_20,280.0,72.11898216056649,12.814195530377319,46.08372937098557,62.14304657574748,72.46914894800945,80.97448507899473,100.82780748720297,20,float64
high_lag_1,299.0,71.4231709542045,13.317920845647688,47.28208423584301,61.14204808343969,72.03014906432276,80.99270735721477,101.30200902147213,1,float64
high_lag_2,298.0,71.47470623416541,13.310425522156914,47.28208423584301,61.208173266261994,72.0409407124388,80.99845891774397,101.30200902147213,2,float64
high_lag_3,297.0,71.5274623828829,13.301645282636072,47.28208423584301,61.224732456202226,72.05173236055484,81.00421047827318,101.30200902147213,3,float64
high_lag_5,295.0,71.62827834136317,13.289949973792861,47.28208423584301,61.282162583643114,72.133416844378,81.01987891469949,101.30200902147213,5,float64
high_lag_10,290.0,71.94579207242474,13.176594089991683,47.28208423584301,61.587645591623044,72.5177013624421,81.15360560144659,101.30200902147213,10,float64
high_lag_20,280.0,72.68927151076103,12.793940863150292,47.28208423584301,63.01688488384551,73.21931375772994,81.48240862777024,101.30200902147213,20,float64
low_lag_1,299.0,70.36529693378785,13.275408453475968,45.754892458987946,60.06249928820888,70.98474342431672,79.98972304932641,99.55611712173497,1,float64
low_lag_2,298.0,70.41591199239454,13.26880838259797,45.754892458987946,60.20245189589571,71.08456761421778,80.00981975307654,99.55611712173497,2,float64
low_lag_3,297.0,70.46655757483687,13.26232003232032,45.754892458987946,60.36427558999994,71.18439180411883,80.02991645682668,99.55611712173497,3,float64
low_lag_5,295.0,70.56973692900822,13.24761117456584,45.754892458987946,60.52894761681226,71.20727034006177,80.09333460544948,99.55611712173497,5,float64
low_lag_10,290.0,70.88686381185255,13.133650579790467,45.754892458987946,60.65327839400065,71.49241352976478,80.1598192988024,99.55611712173497,10,float64
low_lag_20,280.0,71.62515034589633,12.756342842155778,45.754892458987946,61.65175233123706,71.96865054465235,80.26251010150995,99.55611712173497,20,float64
volume_lag_1,299.0,2945336.849498328,1113153.2093824446,1002374.0,2050951.5,2925685.0,3856363.0,4997723.0,1,float64
volume_lag_2,298.0,2939447.751677852,1110350.160913656,1002374.0,2048201.25,2921177.5,3852305.5,4997723.0,2,float64
volume_lag_3,297.0,2944173.208754209,1109218.554728732,1002374.0,2056452.0,2925685.0,3853201.0,4997723.0,3,float64
volume_lag_5,295.0,2933922.518644068,1105247.9349442685,1002374.0,2050951.5,2916670.0,3840904.5,4997723.0,5,float64
volume_lag_10,290.0,2936343.917241379,1109628.181290977,1002374.0,2042106.0,2921177.5,3845261.75,4997723.0,10,float64
volume_lag_20,280.0,2935618.8857142855,1119083.6423331304,1002374.0,2017430.25,2921177.5,3850514.5,4997723.0,20,float64
return_lag_1,298.0,-0.0017525917976498606,0.02100877386426894,-0.09041786711255695,-0.014679785728557132,-0.0010377159418333282,0.01127850252179946,0.055124241335850144,2,float64
return_lag_2,297.0,-0.001743077665295097,0.021043588658731363,-0.09041786711255695,-0.014697170932667758,-0.0008586754326836976,0.011309190180195605,0.055124241335850144,3,float64
return_lag_3,296.0,-0.0017292181129649254,0.021077867726373566,-0.09041786711255695,-0.014706073212789716,-0.0008463868617992198,0.011335768660720058,0.055124241335850144,4,float64
return_lag_5,294.0,-0.0017769411617100926,0.02114136524323782,-0.09041786711255695,-0.014723877773033633,-0.0010377159418333282,0.011388925621768964,0.055124241335850144,6,float64
return_lag_10,289.0,-0.002058627200482633,0.020721909628426214,-0.09041786711255695,-0.014732780053155592,-0.0012490753689681222,0.010988564401894774,0.055124241335850144,11,float64
return_lag_20,279.0,-0.002245895271330057,0.020640217692396674,-0.09041786711255695,-0.014792137630829816,-0.0012490753689681222,0.011038861966781388,0.055124241335850144,21,float64
year,300.0,2023.1333333333334,0.3405026123034995,2023.0,2023.0,2023.0,2023.0,2024.0,0,int32
quarter,300.0,2.3,1.160959123723364,1.0,1.0,2.0,3.0,4.0,0,int32
month,300.0,5.83,3.6476638421072636,1.0,2.0,6.0,9.0,12.0,0,int32
week,300.0,23.566666666666666,15.896158290086964,1.0,8.0,22.5,37.25,52.0,0,int64
day,300.0,15.586666666666666,8.765000837869234,1.0,8.0,15.5,23.0,31.0,0,int32
day_of_week,300.0,2.0,1.416576493949657,0.0,1.0,2.0,3.0,4.0,0,int32
trend_strength,300.0,0.0675595783432856,0.38815319115029734,-0.829669305277622,-0.23460924776314174,0.10399102362859057,0.3625299742033282,0.9078284806486936,0,float64
static_support,281.0,65.5742031030017,11.81207462682069,45.754892458987946,57.05843271327312,67.0068445766654,76.93641627225574,91.1674477293632,19,float64
static_resistance,281.0,75.49085670353041,12.333532097329767,52.41306711909785,65.64969831107412,77.54202029595308,85.31322018889338,101.30200902147213,19,float64
dynamic_resistance,289.0,75.89290325123743,12.468106565897607,52.41306711909785,73.13301053472566,77.54202029595308,83.19485912062027,99.68613105085058,11,float64
dynamic_support,291.0,67.70422835232405,13.835937957917645,45.754892458987946,58.90050557820762,67.82864166903266,77.62611708135877,96.29379404444838,9,float64
nearest_support,291.0,67.70422835232405,13.835937957917645,45.754892458987946,58.90050557820762,67.82864166903266,77.62611708135877,96.29379404444838,9,float64
nearest_resistance,289.0,75.89290325123743,12.468106565897607,52.41306711909785,73.13301053472566,77.54202029595308,83.19485912062027,99.68613105085058,11,float64
support_distance,291.0,0.03471961405349966,0.07104508197086615,-0.2260907025038306,0.01439797401421028,0.03558193341255394,0.06668788318655872,0.22764909560331176,9,float64
resistance_distance,289.0,0.09278095967691012,0.0889725854863446,-0.042239770933619844,0.02035579840460375,0.0658398098449386,0.1479037374014146,0.3580246828228696,11,float64
swing_zone_width,289.0,0.12763038772183585,0.08723805549268862,0.03425111069094158,0.06444045575204911,0.08902695442423018,0.19150127837983275,0.3740848157595085,11,float64
demand_zone_strength,14.0,0.09610923711151928,0.06341926888583377,0.022789965549138615,0.06436106132026728,0.07752926021949513,0.11279263036613435,0.2837123280993667,286,float64
supply_zone_strength,14.0,0.12910444291821438,0.06526110130218467,0.040428797630987424,0.08447626939965908,0.10585165867231999,0.18121887538177836,0.2440848351250254,286,float64
zone_width,28.0,1.189938481904244,0.43185556955227833,0.41841469633175166,0.9076006167576409,1.1229030890798697,1.409787724550494,2.3139312016920144,272,float64
demand_zone_age,291.0,12.405498281786942,9.901611015341643,0.0,5.0,10.0,18.0,45.0,9,float64
supply_zone_age,289.0,13.110726643598616,11.79342695156172,0.0,5.0,10.0,18.0,55.0,11,float64
nearest_demand_zone,291.0,67.72948831015512,13.91016036214313,45.754892458987946,58.90050557820762,67.82864166903266,76.93641627225574,96.29379404444838,9,float64
nearest_supply_zone,289.0,75.92147823368747,12.417762034524486,52.41306711909785,73.13301053472566,77.54202029595308,83.19485912062027,99.68613105085058,11,float64
fib_236,289.0,69.4855969558809,13.215474464977369,47.326221678773884,62.25937674794588,69.0804727213362,79.16153491418525,97.0943855779593,11,float64
fib_382,289.0,70.71002983431289,12.981037872883244,48.29831517914993,64.33732247159752,69.85491057572739,79.93230105834692,97.58966678089402,11,float64
fib_50,289.0,71.69963996893603,12.821764355422872,49.0839797890429,66.01675805646664,70.48082610187916,80.55524903787483,97.98996254764947,11,float64
fib_618,289.0,72.68925010355915,12.69059821272725,49.86964439893587,67.69619364133577,71.10674162803093,81.17819701740275,98.39025831440493,11,float64
fib_786,289.0,74.09818656641244,12.554044206455018,50.98821774183433,70.0872544740308,73.71294286164678,82.06510600520522,98.9601709314805,11,float64
fib_1272,289.0,78.17403847680939,12.503761989771993,53.80029777360145,74.57579886619415,80.78485804415277,84.63080700563378,105.93945288824429,11,float64
fib_1618,289.0,81.07577666816198,12.780373544960272,55.56493676793323,76.41111049372392,82.07862121036733,88.59982335390308,113.89404610787011,11,float64
fib_2618,289.0,89.4623032327648,14.847452771039823,60.665049468314095,82.3758400908007,91.1919380651894,100.94887902140479,136.88419992181758,11,float64
distance_from_fibonacci,289.0,0.02518647068862455,0.04326221704963674,5.933718945494182e-05,0.0030996465401850683,0.007704238617406409,0.024637504512821637,0.23628448337498342,11,float64
trend_score,281.0,-0.8326556739819869,2.1693513339735517,-3.3134209289176533,-2.818941595129822,-1.4683228366951355,1.0150092167782185,3.235818983011303,19,float64
higher_high_count,300.0,0.86,0.4773113103169898,0.0,1.0,1.0,1.0,2.0,0,float64
lower_high_count,300.0,2.3366666666666664,1.0803762918518438,0.0,2.0,3.0,3.0,3.0,0,float64
higher_low_count,300.0,1.2066666666666668,0.8793176639128315,0.0,1.0,1.0,2.0,3.0,0,float64
lower_low_count,300.0,2.0766666666666667,0.9970469217156052,0.0,2.0,2.0,3.0,4.0,0,float64
target_1_day,299.0,70.78179662917184,13.21104191852581,46.9160302243825,60.613484337941,71.65630256623186,80.47137480405621,100.54996353629893,1,float64
future_return_1_day,299.0,-0.0017388129077658741,0.020974847893347883,-0.09041786711255693,-0.014662400524446477,-0.0008586754326836563,0.011247814863403349,0.05512424133585003,1,float64
target_regression_1_day,299.0,-0.0017388129077658741,0.020974847893347883,-0.09041786711255693,-0.014662400524446477,-0.0008586754326836563,0.011247814863403349,0.05512424133585003,1,float64
target_3_day,297.0,70.5825537772149,13.029037480387732,46.9160302243825,60.609001784273275,71.57144116870421,80.41423439553557,99.0431240905532,3,float64
future_return_3_day,297.0,-0.005280557182211421,0.03576236139665855,-0.1522117256811154,-0.026627727651347365,-0.0039526812020841805,0.017174954865482327,0.10835948243903853,3,float64
target_regression_3_day,297.0,-0.005280557182211421,0.03576236139665855,-0.1522117256811154,-0.026627727651347365,-0.0039526812020841805,0.017174954865482327,0.10835948243903853,3,float64
target_5_day,295.0,70.39269403396727,12.866188026553077,46.9160302243825,60.599019518024264,71.53870321980328,80.14419642468704,99.0431240905532,5,float64
future_return_5_day,295.0,-0.008681279022976742,0.04644994621227878,-0.21005186188631758,-0.03576136510188769,-0.008886987387437189,0.02140013172158653,0.13417179508728805,5,float64
target_regression_5_day,295.0,-0.008681279022976742,0.04644994621227878,-0.21005186188631758,-0.03576136510188769,-0.008886987387437189,0.02140013172158653,0.13417179508728805,5,float64
